condition,list,image_selection,list_LSQ_variant,blockID,block,item,instance,category,phase,labelling,mean,sd,VOT,VOT_continuous
Shift10,A,forward,A,C,6,diptip,1,/d/,exposure,labeled,5,8.94427190999916,5,3.00160832757218
Shift10,A,forward,A,C,6,diptip,1,/t/,exposure,unlabeled,50,16.431676725154983,50,51.24320187923121
Shift10,A,forward,A,C,6,diptip,2,/d/,exposure,unlabeled,5,8.94427190999916,10,14.099132458029862
Shift10,A,forward,A,C,6,diptip,2,/t/,exposure,labeled,50,16.431676725154983,80,62.92893647048919
Shift10,A,forward,A,C,6,diptip,3,/d/,exposure,unlabeled,5,8.94427190999916,-10,25.21763672060381
Shift10,A,forward,A,C,6,diptip,3,/t/,exposure,unlabeled,50,16.431676725154983,55,31.215354272806053
Shift10,A,forward,A,C,6,diptip,4,/d/,exposure,unlabeled,5,8.94427190999916,20,3.7728561451707616
Shift10,A,forward,A,C,6,diptip,4,/t/,exposure,labeled,50,16.431676725154983,40,30.199334131464457
Shift10,A,forward,A,C,6,diptip,5,/d/,exposure,labeled,5,8.94427190999916,15,2.2642443779156087
Shift10,A,forward,A,C,6,diptip,5,/t/,exposure,labeled,50,16.431676725154983,50,58.28556297879289
Shift10,A,forward,A,C,6,diptip,6,/d/,exposure,unlabeled,5,8.94427190999916,5,12.259322045886268
Shift10,A,forward,A,C,6,diptip,6,/t/,exposure,unlabeled,50,16.431676725154983,60,41.76753239986752
Shift10,A,forward,A,C,6,diptip,7,/d/,exposure,labeled,5,8.94427190999916,20,-12.233586780857852
Shift10,A,forward,A,C,6,diptip,7,/t/,exposure,labeled,50,16.431676725154983,65,49.832223249699574
Shift10,A,forward,A,C,6,diptip,8,/d/,exposure,labeled,5,8.94427190999916,10,16.213727347547493
Shift10,A,forward,A,C,6,diptip,8,/t/,exposure,unlabeled,50,16.431676725154983,75,56.49837052068382
Shift10,A,forward,A,C,6,flare,1,NA,exposure,NA,NA,NA,NA,NA
Shift10,A,forward,A,C,6,flare,2,NA,exposure,NA,NA,NA,NA,NA
Shift10,A,forward,A,C,6,rare,1,NA,exposure,NA,NA,NA,NA,NA
Shift10,A,forward,A,C,6,rare,2,NA,exposure,NA,NA,NA,NA,NA
Shift10,A,forward,A,C,6,share,1,NA,exposure,NA,NA,NA,NA,NA
Shift10,A,forward,A,C,6,share,2,NA,exposure,NA,NA,NA,NA,NA
Shift10,A,forward,B,A,4,dilltill,1,/d/,exposure,unlabeled,5,8.94427190999916,25,-3.9916414961449185
Shift10,A,forward,B,A,4,dilltill,1,/t/,exposure,unlabeled,50,16.431676725154983,75,36.91232812361658
Shift10,A,forward,B,A,4,dilltill,2,/d/,exposure,labeled,5,8.94427190999916,5,41.10934587209972
Shift10,A,forward,B,A,4,dilltill,2,/t/,exposure,labeled,50,16.431676725154983,85,69.07727549211941
Shift10,A,forward,B,A,4,dilltill,3,/d/,exposure,unlabeled,5,8.94427190999916,15,6.813558138753878
Shift10,A,forward,B,A,4,dilltill,3,/t/,exposure,labeled,50,16.431676725154983,55,44.7404472382856
Shift10,A,forward,B,A,4,dilltill,4,/d/,exposure,labeled,5,8.94427190999916,15,12.10594112264301
Shift10,A,forward,B,A,4,dilltill,4,/t/,exposure,unlabeled,50,16.431676725154983,70,70.43536763905219
Shift10,A,forward,B,A,4,dilltill,5,/d/,exposure,labeled,5,8.94427190999916,5,-0.23236688578178555
Shift10,A,forward,B,A,4,dilltill,5,/t/,exposure,labeled,50,16.431676725154983,75,15.611739979691137
Shift10,A,forward,B,A,4,dilltill,6,/d/,exposure,unlabeled,5,8.94427190999916,5,8.134478689793667
Shift10,A,forward,B,A,4,dilltill,6,/t/,exposure,labeled,50,16.431676725154983,65,57.47640032986096
Shift10,A,forward,B,A,4,dilltill,7,/d/,exposure,unlabeled,5,8.94427190999916,5,4.619449770485754
Shift10,A,forward,B,A,4,dilltill,7,/t/,exposure,unlabeled,50,16.431676725154983,60,71.84355397314312
Shift10,A,forward,B,A,4,dilltill,8,/d/,exposure,labeled,5,8.94427190999916,25,3.178186923084908
Shift10,A,forward,B,A,4,dilltill,8,/t/,exposure,unlabeled,50,16.431676725154983,70,49.2597940786704
Shift10,A,forward,B,A,4,dintin,1,/d/,exposure,unlabeled,5,8.94427190999916,20,8.750601076708229
Shift10,A,forward,B,A,4,dintin,1,/t/,exposure,unlabeled,50,16.431676725154983,55,38.81387146504745
Shift10,A,forward,B,A,4,dintin,2,/d/,exposure,labeled,5,8.94427190999916,15,1.6777521388232715
Shift10,A,forward,B,A,4,dintin,2,/t/,exposure,unlabeled,50,16.431676725154983,60,49.89773789883382
Shift10,A,forward,B,A,4,dintin,3,/d/,exposure,unlabeled,5,8.94427190999916,10,2.9577250755648787
Shift10,A,forward,B,A,4,dintin,3,/t/,exposure,labeled,50,16.431676725154983,85,55.10662382891776
Shift10,A,forward,B,A,4,dintin,4,/d/,exposure,unlabeled,5,8.94427190999916,15,8.922697789613698
Shift10,A,forward,B,A,4,dintin,4,/t/,exposure,unlabeled,50,16.431676725154983,50,56.71940657661807
Shift10,A,forward,B,A,4,dintin,5,/d/,exposure,labeled,5,8.94427190999916,15,21.10571394973034
Shift10,A,forward,B,A,4,dintin,5,/t/,exposure,labeled,50,16.431676725154983,70,51.992125575666265
Shift10,A,forward,B,A,4,dintin,6,/d/,exposure,labeled,5,8.94427190999916,10,3.568128416502333
Shift10,A,forward,B,A,4,dintin,6,/t/,exposure,unlabeled,50,16.431676725154983,55,39.96780346428473
Shift10,A,forward,B,A,4,dintin,7,/d/,exposure,labeled,5,8.94427190999916,10,0.8018912925376007
Shift10,A,forward,B,A,4,dintin,7,/t/,exposure,labeled,50,16.431676725154983,80,40.774954468456556
Shift10,A,forward,B,A,4,dintin,8,/d/,exposure,unlabeled,5,8.94427190999916,15,23.954236410914163
Shift10,A,forward,B,A,4,dintin,8,/t/,exposure,labeled,50,16.431676725154983,50,43.26988160828766
Shift10,A,forward,B,A,4,diptip,1,/d/,exposure,labeled,5,8.94427190999916,30,9.007451744586518
Shift10,A,forward,B,A,4,diptip,1,/t/,exposure,unlabeled,50,16.431676725154983,30,37.35538877168388
Shift10,A,forward,B,A,4,diptip,2,/d/,exposure,unlabeled,5,8.94427190999916,10,-2.1132022566420394
Shift10,A,forward,B,A,4,diptip,2,/t/,exposure,labeled,50,16.431676725154983,60,42.07483588604697
Shift10,A,forward,B,A,4,diptip,3,/d/,exposure,unlabeled,5,8.94427190999916,20,11.23934787066261
Shift10,A,forward,B,A,4,diptip,3,/t/,exposure,labeled,50,16.431676725154983,55,58.36403495841833
Shift10,A,forward,B,A,4,diptip,4,/d/,exposure,labeled,5,8.94427190999916,20,7.099667126107562
Shift10,A,forward,B,A,4,diptip,4,/t/,exposure,unlabeled,50,16.431676725154983,60,27.208157961570535
Shift10,A,forward,B,A,4,diptip,5,/d/,exposure,unlabeled,5,8.94427190999916,10,5.230306810400844
Shift10,A,forward,B,A,4,diptip,5,/t/,exposure,labeled,50,16.431676725154983,60,51.77717935866972
Shift10,A,forward,B,A,4,diptip,6,/d/,exposure,labeled,5,8.94427190999916,0,10.299548986107926
Shift10,A,forward,B,A,4,diptip,6,/t/,exposure,unlabeled,50,16.431676725154983,75,27.35757095805306
Shift10,A,forward,B,A,4,diptip,7,/d/,exposure,unlabeled,5,8.94427190999916,30,8.859227957837785
Shift10,A,forward,B,A,4,diptip,7,/t/,exposure,unlabeled,50,16.431676725154983,65,79.29631205298153
Shift10,A,forward,B,A,4,diptip,8,/d/,exposure,labeled,5,8.94427190999916,5,18.075916962930858
Shift10,A,forward,B,A,4,diptip,8,/t/,exposure,labeled,50,16.431676725154983,45,40.40299760883727
Shift10,A,forward,B,A,4,flare,1,NA,exposure,NA,NA,NA,NA,NA
Shift10,A,forward,B,A,4,flare,2,NA,exposure,NA,NA,NA,NA,NA
Shift10,A,forward,B,A,4,rare,1,NA,exposure,NA,NA,NA,NA,NA
Shift10,A,forward,B,A,4,rare,2,NA,exposure,NA,NA,NA,NA,NA
Shift10,A,forward,B,A,4,share,1,NA,exposure,NA,NA,NA,NA,NA
Shift10,A,forward,B,A,4,share,2,NA,exposure,NA,NA,NA,NA,NA
Shift10,A,forward,B,B,6,dilltill,1,/d/,exposure,unlabeled,5,8.94427190999916,15,15.995935809702138
Shift10,A,forward,B,B,6,dilltill,1,/t/,exposure,unlabeled,50,16.431676725154983,60,50.66224464586832
Shift10,A,forward,B,B,6,dilltill,2,/d/,exposure,labeled,5,8.94427190999916,30,-1.728928286668661
Shift10,A,forward,B,B,6,dilltill,2,/t/,exposure,labeled,50,16.431676725154983,55,52.15518184762077
Shift10,A,forward,B,B,6,dilltill,3,/d/,exposure,labeled,5,8.94427190999916,20,11.035847413218601
Shift10,A,forward,B,B,6,dilltill,3,/t/,exposure,unlabeled,50,16.431676725154983,60,31.657905852629668
Shift10,A,forward,B,B,6,dilltill,4,/d/,exposure,unlabeled,5,8.94427190999916,5,0.3720834455759032
Shift10,A,forward,B,B,6,dilltill,4,/t/,exposure,labeled,50,16.431676725154983,80,50.982812226831776
Shift10,A,forward,B,B,6,dilltill,5,/d/,exposure,labeled,5,8.94427190999916,20,9.611421540517128
Shift10,A,forward,B,B,6,dilltill,5,/t/,exposure,unlabeled,50,16.431676725154983,40,30.514380688007737
Shift10,A,forward,B,B,6,dilltill,6,/d/,exposure,unlabeled,5,8.94427190999916,15,4.706338292043938
Shift10,A,forward,B,B,6,dilltill,6,/t/,exposure,labeled,50,16.431676725154983,60,54.58064499529221
Shift10,A,forward,B,B,6,dilltill,7,/d/,exposure,labeled,5,8.94427190999916,10,2.49361175799081
Shift10,A,forward,B,B,6,dilltill,7,/t/,exposure,labeled,50,16.431676725154983,45,36.60685419625182
Shift10,A,forward,B,B,6,dilltill,8,/d/,exposure,unlabeled,5,8.94427190999916,15,6.93288121160582
Shift10,A,forward,B,B,6,dilltill,8,/t/,exposure,unlabeled,50,16.431676725154983,50,53.47851943969659
Shift10,A,forward,B,B,6,dintin,1,/d/,exposure,unlabeled,5,8.94427190999916,25,-3.6645187544658064
Shift10,A,forward,B,B,6,dintin,1,/t/,exposure,labeled,50,16.431676725154983,45,78.7577796877459
Shift10,A,forward,B,B,6,dintin,2,/d/,exposure,unlabeled,5,8.94427190999916,0,-1.7215950400411604
Shift10,A,forward,B,B,6,dintin,2,/t/,exposure,labeled,50,16.431676725154983,55,61.788862801032394
Shift10,A,forward,B,B,6,dintin,3,/d/,exposure,labeled,5,8.94427190999916,20,-9.22394125809396
Shift10,A,forward,B,B,6,dintin,3,/t/,exposure,labeled,50,16.431676725154983,50,38.16406247356067
Shift10,A,forward,B,B,6,dintin,4,/d/,exposure,labeled,5,8.94427190999916,5,11.104127484337688
Shift10,A,forward,B,B,6,dintin,4,/t/,exposure,unlabeled,50,16.431676725154983,60,76.16149084612977
Shift10,A,forward,B,B,6,dintin,5,/d/,exposure,labeled,5,8.94427190999916,5,6.723335773017661
Shift10,A,forward,B,B,6,dintin,5,/t/,exposure,unlabeled,50,16.431676725154983,55,40.37789929836764
Shift10,A,forward,B,B,6,dintin,6,/d/,exposure,unlabeled,5,8.94427190999916,10,-13.06146688910367
Shift10,A,forward,B,B,6,dintin,6,/t/,exposure,labeled,50,16.431676725154983,75,1.4134742589630278
Shift10,A,forward,B,B,6,dintin,7,/d/,exposure,labeled,5,8.94427190999916,-10,7.799626968514916
Shift10,A,forward,B,B,6,dintin,7,/t/,exposure,unlabeled,50,16.431676725154983,50,74.63657585876231
Shift10,A,forward,B,B,6,dintin,8,/d/,exposure,unlabeled,5,8.94427190999916,0,-1.583109004633208
Shift10,A,forward,B,B,6,dintin,8,/t/,exposure,unlabeled,50,16.431676725154983,60,68.04248520937125
Shift10,A,forward,B,B,6,diptip,1,/d/,exposure,unlabeled,5,8.94427190999916,15,-15.753261692573389
Shift10,A,forward,B,B,6,diptip,1,/t/,exposure,unlabeled,50,16.431676725154983,55,49.038768036381555
Shift10,A,forward,B,B,6,diptip,2,/d/,exposure,unlabeled,5,8.94427190999916,10,6.268455871309637
Shift10,A,forward,B,B,6,diptip,2,/t/,exposure,labeled,50,16.431676725154983,55,52.772302565786724
Shift10,A,forward,B,B,6,diptip,3,/d/,exposure,unlabeled,5,8.94427190999916,15,6.336632024048347
Shift10,A,forward,B,B,6,diptip,3,/t/,exposure,unlabeled,50,16.431676725154983,45,33.41379568651668
Shift10,A,forward,B,B,6,diptip,4,/d/,exposure,labeled,5,8.94427190999916,10,10.642138680274714
Shift10,A,forward,B,B,6,diptip,4,/t/,exposure,labeled,50,16.431676725154983,80,44.17279309633447
Shift10,A,forward,B,B,6,diptip,5,/d/,exposure,labeled,5,8.94427190999916,10,5.458479687799881
Shift10,A,forward,B,B,6,diptip,5,/t/,exposure,unlabeled,50,16.431676725154983,55,23.861580529599056
Shift10,A,forward,B,B,6,diptip,6,/d/,exposure,labeled,5,8.94427190999916,15,-1.7025708543551028
Shift10,A,forward,B,B,6,diptip,6,/t/,exposure,labeled,50,16.431676725154983,70,64.78606508738419
Shift10,A,forward,B,B,6,diptip,7,/d/,exposure,labeled,5,8.94427190999916,30,-2.251698705432273
Shift10,A,forward,B,B,6,diptip,7,/t/,exposure,unlabeled,50,16.431676725154983,55,56.56612850694452
Shift10,A,forward,B,B,6,diptip,8,/d/,exposure,unlabeled,5,8.94427190999916,15,6.922306826219854
Shift10,A,forward,B,B,6,diptip,8,/t/,exposure,labeled,50,16.431676725154983,55,56.43553133082773
Shift10,A,forward,B,B,6,flare,1,NA,exposure,NA,NA,NA,NA,NA
Shift10,A,forward,B,B,6,flare,2,NA,exposure,NA,NA,NA,NA,NA
Shift10,A,forward,B,B,6,rare,1,NA,exposure,NA,NA,NA,NA,NA
Shift10,A,forward,B,B,6,rare,2,NA,exposure,NA,NA,NA,NA,NA
Shift10,A,forward,B,B,6,share,1,NA,exposure,NA,NA,NA,NA,NA
Shift10,A,forward,B,B,6,share,2,NA,exposure,NA,NA,NA,NA,NA
Shift10,A,forward,B,C,2,dilltill,1,/d/,exposure,unlabeled,5,8.94427190999916,15,6.432930356042059
Shift10,A,forward,B,C,2,dilltill,1,/t/,exposure,labeled,50,16.431676725154983,60,32.905602061691994
Shift10,A,forward,B,C,2,dilltill,2,/d/,exposure,labeled,5,8.94427190999916,30,0.8662051815092671
Shift10,A,forward,B,C,2,dilltill,2,/t/,exposure,unlabeled,50,16.431676725154983,55,58.20471526967313
Shift10,A,forward,B,C,2,dilltill,3,/d/,exposure,unlabeled,5,8.94427190999916,-5,-3.5070392094091982
Shift10,A,forward,B,C,2,dilltill,3,/t/,exposure,unlabeled,50,16.431676725154983,65,60.06914341243351
Shift10,A,forward,B,C,2,dilltill,4,/d/,exposure,labeled,5,8.94427190999916,5,8.368679930035375
Shift10,A,forward,B,C,2,dilltill,4,/t/,exposure,unlabeled,50,16.431676725154983,95,49.83698811963935
Shift10,A,forward,B,C,2,dilltill,5,/d/,exposure,unlabeled,5,8.94427190999916,15,14.621594619481474
Shift10,A,forward,B,C,2,dilltill,5,/t/,exposure,unlabeled,50,16.431676725154983,45,57.9630492700627
Shift10,A,forward,B,C,2,dilltill,6,/d/,exposure,labeled,5,8.94427190999916,5,0.7655117556394933
Shift10,A,forward,B,C,2,dilltill,6,/t/,exposure,labeled,50,16.431676725154983,80,40.13894111985245
Shift10,A,forward,B,C,2,dilltill,7,/d/,exposure,unlabeled,5,8.94427190999916,25,1.9600826560507123
Shift10,A,forward,B,C,2,dilltill,7,/t/,exposure,labeled,50,16.431676725154983,35,55.14295258741764
Shift10,A,forward,B,C,2,dilltill,8,/d/,exposure,labeled,5,8.94427190999916,15,4.228899387342696
Shift10,A,forward,B,C,2,dilltill,8,/t/,exposure,labeled,50,16.431676725154983,70,48.119437639006094
Shift10,A,forward,B,C,2,dintin,1,/d/,exposure,labeled,5,8.94427190999916,20,3.091222371082905
Shift10,A,forward,B,C,2,dintin,1,/t/,exposure,unlabeled,50,16.431676725154983,40,49.315298119393304
Shift10,A,forward,B,C,2,dintin,2,/d/,exposure,unlabeled,5,8.94427190999916,20,5.647276472485789
Shift10,A,forward,B,C,2,dintin,2,/t/,exposure,labeled,50,16.431676725154983,60,61.74159265949403
Shift10,A,forward,B,C,2,dintin,3,/d/,exposure,labeled,5,8.94427190999916,5,0.8689702545052373
Shift10,A,forward,B,C,2,dintin,3,/t/,exposure,labeled,50,16.431676725154983,65,47.085121454483684
Shift10,A,forward,B,C,2,dintin,4,/d/,exposure,labeled,5,8.94427190999916,20,-0.04974035909354768
Shift10,A,forward,B,C,2,dintin,4,/t/,exposure,labeled,50,16.431676725154983,45,51.66297344901941
Shift10,A,forward,B,C,2,dintin,5,/d/,exposure,labeled,5,8.94427190999916,15,3.602773642530904
Shift10,A,forward,B,C,2,dintin,5,/t/,exposure,unlabeled,50,16.431676725154983,60,63.47682822525032
Shift10,A,forward,B,C,2,dintin,6,/d/,exposure,unlabeled,5,8.94427190999916,20,-20.506983462623502
Shift10,A,forward,B,C,2,dintin,6,/t/,exposure,unlabeled,50,16.431676725154983,80,79.76400582294274
Shift10,A,forward,B,C,2,dintin,7,/d/,exposure,unlabeled,5,8.94427190999916,15,0.8280068300495591
Shift10,A,forward,B,C,2,dintin,7,/t/,exposure,unlabeled,50,16.431676725154983,60,81.18063797578276
Shift10,A,forward,B,C,2,dintin,8,/d/,exposure,unlabeled,5,8.94427190999916,10,4.562823948122791
Shift10,A,forward,B,C,2,dintin,8,/t/,exposure,labeled,50,16.431676725154983,40,56.469018301078954
Shift10,A,forward,B,C,2,diptip,1,/d/,exposure,labeled,5,8.94427190999916,5,3.00160832757218
Shift10,A,forward,B,C,2,diptip,1,/t/,exposure,unlabeled,50,16.431676725154983,50,51.24320187923121
Shift10,A,forward,B,C,2,diptip,2,/d/,exposure,unlabeled,5,8.94427190999916,10,14.099132458029862
Shift10,A,forward,B,C,2,diptip,2,/t/,exposure,labeled,50,16.431676725154983,80,62.92893647048919
Shift10,A,forward,B,C,2,diptip,3,/d/,exposure,unlabeled,5,8.94427190999916,-10,25.21763672060381
Shift10,A,forward,B,C,2,diptip,3,/t/,exposure,unlabeled,50,16.431676725154983,55,31.215354272806053
Shift10,A,forward,B,C,2,diptip,4,/d/,exposure,unlabeled,5,8.94427190999916,20,3.7728561451707616
Shift10,A,forward,B,C,2,diptip,4,/t/,exposure,labeled,50,16.431676725154983,40,30.199334131464457
Shift10,A,forward,B,C,2,diptip,5,/d/,exposure,labeled,5,8.94427190999916,15,2.2642443779156087
Shift10,A,forward,B,C,2,diptip,5,/t/,exposure,labeled,50,16.431676725154983,50,58.28556297879289
Shift10,A,forward,B,C,2,diptip,6,/d/,exposure,unlabeled,5,8.94427190999916,5,12.259322045886268
Shift10,A,forward,B,C,2,diptip,6,/t/,exposure,unlabeled,50,16.431676725154983,60,41.76753239986752
Shift10,A,forward,B,C,2,diptip,7,/d/,exposure,labeled,5,8.94427190999916,20,-12.233586780857852
Shift10,A,forward,B,C,2,diptip,7,/t/,exposure,labeled,50,16.431676725154983,65,49.832223249699574
Shift10,A,forward,B,C,2,diptip,8,/d/,exposure,labeled,5,8.94427190999916,10,16.213727347547493
Shift10,A,forward,B,C,2,diptip,8,/t/,exposure,unlabeled,50,16.431676725154983,75,56.49837052068382
Shift10,A,forward,B,C,2,flare,1,NA,exposure,NA,NA,NA,NA,NA
Shift10,A,forward,B,C,2,flare,2,NA,exposure,NA,NA,NA,NA,NA
Shift10,A,forward,B,C,2,rare,1,NA,exposure,NA,NA,NA,NA,NA
Shift10,A,forward,B,C,2,rare,2,NA,exposure,NA,NA,NA,NA,NA
Shift10,A,forward,B,C,2,share,1,NA,exposure,NA,NA,NA,NA,NA
Shift10,A,forward,B,C,2,share,2,NA,exposure,NA,NA,NA,NA,NA
Shift10,A,forward,C,A,6,dilltill,1,/d/,exposure,unlabeled,5,8.94427190999916,25,-3.9916414961449185
Shift10,A,forward,C,A,6,dilltill,1,/t/,exposure,unlabeled,50,16.431676725154983,75,36.91232812361658
Shift10,A,forward,C,A,6,dilltill,2,/d/,exposure,labeled,5,8.94427190999916,5,41.10934587209972
Shift10,A,forward,C,A,6,dilltill,2,/t/,exposure,labeled,50,16.431676725154983,85,69.07727549211941
Shift10,A,forward,C,A,6,dilltill,3,/d/,exposure,unlabeled,5,8.94427190999916,15,6.813558138753878
Shift10,A,forward,C,A,6,dilltill,3,/t/,exposure,labeled,50,16.431676725154983,55,44.7404472382856
Shift10,A,forward,C,A,6,dilltill,4,/d/,exposure,labeled,5,8.94427190999916,15,12.10594112264301
Shift10,A,forward,C,A,6,dilltill,4,/t/,exposure,unlabeled,50,16.431676725154983,70,70.43536763905219
Shift10,A,forward,C,A,6,dilltill,5,/d/,exposure,labeled,5,8.94427190999916,5,-0.23236688578178555
Shift10,A,forward,C,A,6,dilltill,5,/t/,exposure,labeled,50,16.431676725154983,75,15.611739979691137
Shift10,A,forward,C,A,6,dilltill,6,/d/,exposure,unlabeled,5,8.94427190999916,5,8.134478689793667
Shift10,A,forward,C,A,6,dilltill,6,/t/,exposure,labeled,50,16.431676725154983,65,57.47640032986096
Shift10,A,forward,C,A,6,dilltill,7,/d/,exposure,unlabeled,5,8.94427190999916,5,4.619449770485754
Shift10,A,forward,C,A,6,dilltill,7,/t/,exposure,unlabeled,50,16.431676725154983,60,71.84355397314312
Shift10,A,forward,C,A,6,dilltill,8,/d/,exposure,labeled,5,8.94427190999916,25,3.178186923084908
Shift10,A,forward,C,A,6,dilltill,8,/t/,exposure,unlabeled,50,16.431676725154983,70,49.2597940786704
Shift10,A,forward,C,A,6,dintin,1,/d/,exposure,unlabeled,5,8.94427190999916,20,8.750601076708229
Shift10,A,forward,C,A,6,dintin,1,/t/,exposure,unlabeled,50,16.431676725154983,55,38.81387146504745
Shift10,A,forward,C,A,6,dintin,2,/d/,exposure,labeled,5,8.94427190999916,15,1.6777521388232715
Shift10,A,forward,C,A,6,dintin,2,/t/,exposure,unlabeled,50,16.431676725154983,60,49.89773789883382
Shift10,A,forward,C,A,6,dintin,3,/d/,exposure,unlabeled,5,8.94427190999916,10,2.9577250755648787
Shift10,A,forward,C,A,6,dintin,3,/t/,exposure,labeled,50,16.431676725154983,85,55.10662382891776
Shift10,A,forward,C,A,6,dintin,4,/d/,exposure,unlabeled,5,8.94427190999916,15,8.922697789613698
Shift10,A,forward,C,A,6,dintin,4,/t/,exposure,unlabeled,50,16.431676725154983,50,56.71940657661807
Shift10,A,forward,C,A,6,dintin,5,/d/,exposure,labeled,5,8.94427190999916,15,21.10571394973034
Shift10,A,forward,C,A,6,dintin,5,/t/,exposure,labeled,50,16.431676725154983,70,51.992125575666265
Shift10,A,forward,C,A,6,dintin,6,/d/,exposure,labeled,5,8.94427190999916,10,3.568128416502333
Shift10,A,forward,C,A,6,dintin,6,/t/,exposure,unlabeled,50,16.431676725154983,55,39.96780346428473
Shift10,A,forward,C,A,6,dintin,7,/d/,exposure,labeled,5,8.94427190999916,10,0.8018912925376007
Shift10,A,forward,C,A,6,dintin,7,/t/,exposure,labeled,50,16.431676725154983,80,40.774954468456556
Shift10,A,forward,C,A,6,dintin,8,/d/,exposure,unlabeled,5,8.94427190999916,15,23.954236410914163
Shift10,A,forward,C,A,6,dintin,8,/t/,exposure,labeled,50,16.431676725154983,50,43.26988160828766
Shift10,A,forward,C,A,6,diptip,1,/d/,exposure,labeled,5,8.94427190999916,30,9.007451744586518
Shift10,A,forward,C,A,6,diptip,1,/t/,exposure,unlabeled,50,16.431676725154983,30,37.35538877168388
Shift10,A,forward,C,A,6,diptip,2,/d/,exposure,unlabeled,5,8.94427190999916,10,-2.1132022566420394
Shift10,A,forward,C,A,6,diptip,2,/t/,exposure,labeled,50,16.431676725154983,60,42.07483588604697
Shift10,A,forward,C,A,6,diptip,3,/d/,exposure,unlabeled,5,8.94427190999916,20,11.23934787066261
Shift10,A,forward,C,A,6,diptip,3,/t/,exposure,labeled,50,16.431676725154983,55,58.36403495841833
Shift10,A,forward,C,A,6,diptip,4,/d/,exposure,labeled,5,8.94427190999916,20,7.099667126107562
Shift10,A,forward,C,A,6,diptip,4,/t/,exposure,unlabeled,50,16.431676725154983,60,27.208157961570535
Shift10,A,forward,C,A,6,diptip,5,/d/,exposure,unlabeled,5,8.94427190999916,10,5.230306810400844
